Run,Assay Type,LibrarySource,LibraryLayout,Organism,BioProject,Platform,Bases
SRR29271587,RNA-Seq,TRANSCRIPTOMIC,PAIRED,Helicoverpa armigera,PRJNA1119665,BGISEQ,1590458384
